age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
45,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
24,blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
38,admin.,married,high.school,unknown,no,no,telephone,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
48,housemaid,married,basic.4y,unknown,no,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
28,entrepreneur,married,basic.9y,unknown,no,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
50,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,admin.,married,university.degree,no,yes,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
38,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
18,student,single,unknown,no,yes,yes,telephone,aug,wed,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,no
31,unemployed,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,admin.,married,university.degree,no,yes,no,telephone,jun,tue,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
57,admin.,single,high.school,no,yes,no,telephone,may,mon,5,12,1,success,-1.8,92.893,-46.2,1.244,5099.1,no
35,technician,divorced,unknown,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
77,retired,divorced,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no
29,blue-collar,single,basic.9y,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,management,married,university.degree,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
21,student,single,high.school,no,yes,yes,cellular,jun,wed,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,yes
43,management,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,no
43,admin.,married,basic.9y,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,technician,married,university.degree,no,no,no,cellular,oct,tue,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,no
39,student,single,unknown,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
44,technician,single,university.degree,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,services,single,high.school,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
43,self-employed,single,high.school,unknown,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
48,services,married,high.school,no,no,no,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,no
28,blue-collar,single,basic.6y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
52,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,thu,5,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
34,services,single,high.school,no,yes,no,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
37,admin.,married,high.school,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
25,admin.,single,university.degree,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
48,technician,divorced,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36,self-employed,single,professional.course,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,technician,single,professional.course,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
42,services,married,high.school,no,yes,yes,telephone,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
37,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
27,admin.,married,high.school,unknown,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,services,divorced,high.school,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
31,blue-collar,single,basic.9y,no,yes,no,telephone,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
31,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
64,unknown,married,unknown,no,yes,no,telephone,aug,fri,4,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,yes
33,management,married,university.degree,no,yes,no,cellular,may,tue,6,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
34,admin.,single,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
41,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
59,retired,married,professional.course,unknown,yes,no,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
56,management,married,basic.9y,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
59,retired,married,professional.course,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,admin.,single,university.degree,no,unknown,unknown,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
40,technician,married,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
34,admin.,married,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,unknown,married,unknown,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
33,admin.,single,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,technician,single,high.school,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
29,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
38,admin.,single,basic.9y,unknown,yes,no,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
24,admin.,single,high.school,no,yes,yes,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50,1.602,5099.1,yes
34,admin.,single,basic.6y,no,no,no,cellular,may,thu,11,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
27,admin.,married,high.school,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,blue-collar,married,high.school,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
49,admin.,married,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,technician,divorced,basic.9y,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,services,divorced,high.school,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,services,married,high.school,unknown,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31,services,married,high.school,no,unknown,unknown,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
36,technician,married,university.degree,no,yes,yes,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,technician,single,university.degree,no,yes,no,cellular,sep,fri,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
54,management,married,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
51,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
28,technician,divorced,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
54,management,married,university.degree,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,yes
31,admin.,married,high.school,unknown,yes,no,telephone,may,tue,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,admin.,married,basic.6y,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
49,unemployed,married,professional.course,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
45,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,management,married,university.degree,unknown,yes,yes,cellular,apr,tue,8,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
53,services,married,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,yes
31,technician,married,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,technician,married,high.school,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,technician,single,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29,student,single,unknown,no,no,no,telephone,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
49,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,admin.,single,university.degree,no,yes,yes,cellular,may,tue,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
43,blue-collar,married,unknown,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
56,retired,married,basic.9y,no,yes,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,technician,married,basic.9y,no,yes,no,cellular,nov,wed,5,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,technician,married,professional.course,no,yes,no,telephone,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
42,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,services,married,basic.9y,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
25,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
35,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-0.1,93.2,-42,4.12,5195.8,no
37,entrepreneur,married,high.school,unknown,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
30,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
36,technician,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,services,married,high.school,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,unemployed,married,basic.6y,no,no,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
33,technician,single,professional.course,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
26,entrepreneur,married,unknown,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
40,blue-collar,divorced,high.school,unknown,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
25,blue-collar,single,high.school,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
38,management,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes
54,admin.,single,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
50,admin.,married,basic.6y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,management,married,university.degree,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
43,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
57,management,divorced,university.degree,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
27,admin.,single,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
35,management,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
28,technician,single,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
40,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
43,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
67,retired,married,unknown,no,no,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no
48,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,admin.,single,high.school,no,yes,yes,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
27,admin.,single,university.degree,no,no,no,cellular,may,mon,1,1,1,success,-1.8,92.893,-46.2,1.299,5099.1,no
25,admin.,single,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,technician,married,professional.course,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
47,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,entrepreneur,married,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
36,admin.,single,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
35,technician,married,professional.course,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
29,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
45,technician,married,professional.course,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
53,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
41,admin.,married,university.degree,no,no,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,management,married,high.school,unknown,no,no,telephone,jun,mon,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
31,management,married,basic.9y,no,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
46,services,married,high.school,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
36,blue-collar,married,high.school,unknown,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
43,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
48,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,services,married,high.school,no,unknown,unknown,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
21,services,single,high.school,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
56,services,married,high.school,unknown,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
54,management,married,basic.6y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
44,services,married,high.school,unknown,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
31,unemployed,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
50,admin.,married,university.degree,no,no,no,cellular,aug,tue,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes
48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes
26,self-employed,single,university.degree,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
37,services,single,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
37,unemployed,unknown,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
50,services,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
32,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,services,married,basic.9y,no,no,yes,telephone,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,no
48,technician,married,professional.course,no,no,no,cellular,jul,tue,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,no
46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,self-employed,married,basic.9y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,unknown,divorced,high.school,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,retired,married,basic.4y,unknown,no,yes,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27,admin.,married,high.school,no,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,services,married,high.school,no,yes,no,cellular,nov,wed,3,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,no
29,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,services,divorced,basic.4y,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
34,student,single,basic.4y,unknown,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
51,services,divorced,high.school,unknown,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
